x,y
0.0,0.9428703274649861
0.12121212121212122,-2.2616286256738163
0.24242424242424243,3.1007494210639566
0.36363636363636365,-0.285445740711287
0.48484848484848486,-1.0122099144469656
0.6060606060606061,2.272446124633762
0.7272727272727273,2.2624425468169345
0.8484848484848485,-0.7120961190454429
0.9696969696969697,0.5798043520535602
1.0909090909090908,-3.981719925015539
1.2121212121212122,2.7255671688239396
1.3333333333333335,2.2975421424226745
1.4545454545454546,2.0753598318860433
1.5757575757575757,-4.050327333957236
1.696969696969697,-0.8816994678820647
1.8181818181818183,-0.44098124642408004
1.9393939393939394,0.11212846158355172
2.0606060606060606,-0.3912447272805907
2.1818181818181817,1.3905969901310653
2.303030303030303,-4.633462107418294
2.4242424242424243,-2.232081269693381
2.5454545454545454,-3.418327888788385
2.666666666666667,-1.9846947622940614
2.787878787878788,-1.5084110877739088
2.909090909090909,-0.19451291238491875
3.0303030303030303,-3.950167232456326
3.1515151515151514,-1.8002518398104284
3.272727272727273,-6.87868264629541
3.393939393939394,-3.652667567528364
3.515151515151515,-1.1547889753238292
3.6363636363636367,-3.9959621916351575
3.757575757575758,-2.3920799781114717
3.878787878787879,-0.7765301359310861
4.0,-0.5226979721991172
4.121212121212121,-0.5694757532735422
4.242424242424242,-2.165385529131043
4.363636363636363,-1.2417411464349741
4.484848484848485,-1.6572911486758604
4.606060606060606,1.1945168071404302
4.7272727272727275,4.852277963954976
4.848484848484849,0.8102228223785656
4.96969696969697,0.13178713857583269
5.090909090909091,1.9536076545020093
5.212121212121212,-1.6523560614500639
5.333333333333334,3.5985363454126738
5.454545454545455,1.8922982360958585
5.575757575757576,3.96418713499876
5.696969696969697,4.782383220289748
5.818181818181818,6.711235243662465
5.9393939393939394,6.022378677922857
6.0606060606060606,7.5931165950975315
6.181818181818182,3.258465213737062
6.303030303030303,3.4978426388978763
6.424242424242425,6.158599996007003
6.545454545454546,5.225142025852298
6.666666666666667,5.8932123369344
6.787878787878788,6.649625253396014
6.909090909090909,5.528328682070387
7.03030303030303,6.289261935137294
7.151515151515151,7.711927250543104
7.272727272727273,2.0447835631059426
7.3939393939393945,3.142115495169016
7.515151515151516,3.1138534802791207
7.636363636363637,1.2317271059250945
7.757575757575758,2.814319421631851
7.878787878787879,-4.996330364879635
8.0,2.897206971208691
8.121212121212121,-4.429759932139623
8.242424242424242,-2.6980308770720924
8.363636363636363,-2.6709752440884627
8.484848484848484,-6.575615673211183
8.606060606060606,-4.955183520642788
8.727272727272727,-5.2805353587360955
8.84848484848485,-6.372335626973328
8.96969696969697,-9.909318568929969
9.090909090909092,-4.573237608489702
9.212121212121213,-8.550680552975015
9.333333333333334,-11.59965551119231
9.454545454545455,-8.186398018444306
9.575757575757576,-9.387800411283491
9.696969696969697,-8.411181187983372
9.818181818181818,-16.195200274544874
9.93939393939394,-6.009850316524302
10.06060606060606,-7.789303435459762
10.181818181818182,-7.071818319949242
10.303030303030303,-7.438646951620779
10.424242424242424,-4.102201503790887
10.545454545454545,-2.618206578152469
10.666666666666668,-2.9037618850170936
10.787878787878789,0.5594527090569228
10.90909090909091,-0.782594775979514
11.030303030303031,-0.41693760272285957
11.151515151515152,-0.3237635896628197
11.272727272727273,1.9149891004818005
11.393939393939394,6.05303350946836
11.515151515151516,5.553530663242145
11.636363636363637,6.2670164930601535
11.757575757575758,9.173663293718779
11.878787878787879,7.0417411015192695
12.0,9.102484886536274
